DEAL_NO,CLIENT_NO,APPLICATION_ID,ORIGINATION_DATE,LOAN_SEGMENT,LOAN_PRODUCT,APPROVED_AMOUNT_GEL,CLOSURE_REASON,CLOSURE_DATE
500320,901611,100000320,2020-02-29,RB,Consumer,1751.21,Paid Off Early,2020-08-31
500321,908471,100000321,2020-02-29,SML,Developer,3704.51,Refinanced,2021-12-31
500322,904533,100000322,2020-02-29,CB,Working Capital,161214.22,Matured,2021-02-28
500323,905249,100000323,2020-02-29,RB,Auto Loan,1775.78,Matured,2023-10-31
500324,901038,100000324,2020-02-29,SMM,Trade Finance,28255.32,Matured,2021-04-30
500325,903116,100000325,2020-02-29,SML,Corporate Term Loan,3481.64,Refinanced,2024-12-31
500326,905031,100000326,2020-02-29,SML,Trade Finance,4510.92,Refinanced,2020-10-31
500327,908944,100000327,2020-02-29,SML,Trade Finance,4131.37,Matured,2020-11-30
500328,905214,100000328,2020-02-29,SMM,Working Capital,11824.05,Matured,2021-07-31
500329,904340,100000329,2020-02-29,RB,Consumer,1509.97,Matured,2023-10-31
500330,906554,100000330,2020-02-29,SMM,Developer,12844.91,Matured,2024-09-30
500331,905263,100000331,2020-02-29,CB,Developer,192253.38,Written Off,2022-04-30
500332,904374,100000332,2020-02-29,SMM,Corporate Term Loan,13649.06,Refinanced,2021-02-28
500333,908466,100000333,2020-02-29,RB,Mortgage,1635.82,Paid Off Early,2024-10-31
500334,904114,100000334,2020-02-29,SML,Corporate Term Loan,2474.19,Refinanced,2022-11-30
500335,901094,100000335,2020-02-29,SML,Trade Finance,4444.25,Matured,2021-04-30
500336,900627,100000336,2020-02-29,SML,Trade Finance,3154.07,Matured,2021-10-31
500337,904495,100000337,2020-02-29,CB,Trade Finance,159124.89,Matured,2021-02-28
500338,900085,100000338,2020-02-29,RB,Digital,788.56,Matured,2022-04-30
500339,904154,100000339,2020-02-29,RB,Mortgage,352.3,,
500340,908062,100000340,2020-02-29,RB,Consumer,1393.99,Paid Off Early,2022-06-30
500341,905208,100000341,2020-02-29,SML,Working Capital,4727.29,Matured,2021-09-30
500342,905456,100000342,2020-02-29,RB,Auto Loan,1181.89,Matured,2026-02-28
500343,903002,100000343,2020-02-29,SMM,Agro,21749.55,Refinanced,2020-11-30
500344,908634,100000344,2020-02-29,RB,Auto Loan,1859.25,Matured,2024-03-31
500345,900184,100000345,2020-02-29,SMM,Working Capital,21070.72,Matured,2021-07-31
500346,900039,100000346,2020-02-29,SML,Corporate Term Loan,3419.73,Paid Off Early,2021-09-30
500347,906613,100000347,2020-02-29,SMM,Corporate Term Loan,36602.56,Refinanced,2021-04-30
500348,901559,100000348,2020-02-29,CB,Developer,133015.64,Matured,2025-02-28
500349,905734,100000349,2020-02-29,SML,Working Capital,2224.22,Matured,2020-11-30
500350,901455,100000350,2020-02-29,RB,Auto Loan,107.18,,
500351,902715,100000351,2020-02-29,SMM,Working Capital,10494.79,Refinanced,2021-04-30
500352,902945,100000352,2020-02-29,SML,Developer,2889.68,Refinanced,2021-12-31
500353,907057,100000353,2020-02-29,RB,Mortgage,373.82,Paid Off Early,2022-06-30
500354,908856,100000354,2020-02-29,CB,Working Capital,85533.61,Matured,2021-06-30
500355,908246,100000355,2020-02-29,RB,Mortgage,956.72,Paid Off Early,2020-07-31
500356,907601,100000356,2020-02-29,SML,Agro,2816.53,Matured,2021-07-31
500357,902443,100000357,2020-02-29,RB,Consumer,181.68,Matured,2021-09-30
500358,908311,100000358,2020-02-29,RB,Consumer,184.86,Matured,2023-02-28
500359,900226,100000359,2020-02-29,SML,Developer,3074.91,Matured,2024-05-31
500360,905442,100000360,2020-02-29,SML,Agro,2347.43,Matured,2023-05-31
500361,904160,100000361,2020-02-29,RB,Auto Loan,447.45,Matured,2024-04-30
500362,902499,100000362,2020-02-29,RB,Consumer,576.71,Matured,2022-08-31
500363,908777,100000363,2020-02-29,SMM,Agro,23346.74,Matured,2021-09-30
500364,904630,100000364,2020-02-29,SML,Trade Finance,4464.89,Refinanced,2020-08-31
500365,905852,100000365,2020-02-29,CB,Working Capital,134793.21,Matured,2022-06-30
500366,905473,100000366,2020-02-29,RB,Mortgage,1382.23,,
500367,905163,100000367,2020-02-29,CB,Working Capital,77340.03,Refinanced,2020-08-31
500368,902070,100000368,2020-02-29,RB,Mortgage,1852.57,Paid Off Early,2020-07-31
500369,907977,100000369,2020-02-29,SMM,Working Capital,19452.58,Matured,2021-09-30
500370,908483,100000370,2020-02-29,SMM,Corporate Term Loan,34412.98,Matured,2022-12-31
500371,902786,100000371,2020-02-29,SML,Consumer,1548.89,Matured,2023-04-30
500372,904589,100000372,2020-02-29,SMM,Trade Finance,23993.69,Refinanced,2020-06-30
500373,903510,100000373,2020-02-29,SMM,Working Capital,11755.14,Matured,2021-11-30
500374,901867,100000374,2020-02-29,SMM,Working Capital,9394.46,Matured,2021-01-31
500375,903851,100000375,2020-02-29,SML,Mortgage,1618.36,Refinanced,2021-05-31
500376,905623,100000376,2020-02-29,SMM,Developer,36587.52,Refinanced,2020-09-30
500377,900629,100000377,2020-02-29,SML,Agro,3628.67,Matured,2021-04-30
500378,905766,100000378,2020-02-29,SMM,Agro,5567.4,Matured,2022-03-31
500379,901884,100000379,2020-02-29,SMM,Corporate Term Loan,15727.96,Paid Off Early,2021-04-30
500380,907301,100000380,2020-02-29,CB,Developer,81973.85,Refinanced,2020-07-31
500381,900111,100000381,2020-02-29,RB,Auto Loan,1527.26,Matured,2026-02-28
500382,901164,100000382,2020-02-29,SMM,Working Capital,35299.65,Matured,2021-03-31
500383,904109,100000383,2020-02-29,RB,Mortgage,1738.72,,
500384,906089,100000384,2020-02-29,SMM,Agro,16173.91,Matured,2024-01-31
500385,908928,100000385,2020-02-29,SML,Corporate Term Loan,2941.94,Matured,2023-10-31
500386,901884,100000386,2020-02-29,CB,Trade Finance,197989.45,Matured,2020-12-31
500387,904174,100000387,2020-02-29,SMM,Working Capital,37834.84,Matured,2020-10-31
500388,903816,100000388,2020-02-29,RB,Auto Loan,51.25,Matured,2025-01-31
500389,908458,100000389,2020-02-29,RB,Mortgage,973.66,Paid Off Early,2020-07-31
500390,902838,100000390,2020-02-29,SMM,Developer,20578.26,Matured,2022-11-30
500391,904539,100000391,2020-02-29,SML,Corporate Term Loan,2754.65,Paid Off Early,2022-12-31
500392,905784,100000392,2020-02-29,SML,Corporate Term Loan,3201.92,Paid Off Early,2023-09-30
500393,904995,100000393,2020-02-29,SMM,Working Capital,19159.76,Matured,2021-01-31
500394,906964,100000394,2020-02-29,SML,Developer,3071.71,Refinanced,2020-11-30
500395,907569,100000395,2020-02-29,RB,Consumer,653.75,Paid Off Early,2023-10-31
500396,905873,100000396,2020-02-29,SMM,Working Capital,31926.41,Matured,2021-05-31
500397,907645,100000397,2020-02-29,RB,Consumer,1802.98,Paid Off Early,2020-04-30
500398,906580,100000398,2020-02-29,RB,Consumer,98.76,Matured,2022-01-31
500399,906554,100000399,2020-02-29,SMM,Agro,11380.86,Refinanced,2021-07-31
500400,906521,100000400,2020-02-29,SMM,Agro,37575.04,Refinanced,2020-06-30
500401,901067,100000401,2020-02-29,RB,Digital,1658.35,Matured,2023-11-30
500402,903907,100000402,2020-02-29,CB,Working Capital,160207.39,Matured,2020-10-31
500403,900941,100000403,2020-02-29,RB,Digital,255.58,Paid Off Early,2021-03-31
500404,907785,100000404,2020-02-29,SML,Working Capital,3272.51,Matured,2022-02-28
500405,900361,100000405,2020-02-29,RB,Digital,964.76,Matured,2022-04-30
500406,903800,100000406,2020-02-29,RB,Auto Loan,1859.62,Paid Off Early,2023-06-30
500407,906363,100000407,2020-02-29,RB,Auto Loan,946.21,Paid Off Early,2023-01-31
500408,908041,100000408,2020-02-29,SMM,Agro,14361.79,Matured,2023-01-31
500409,904527,100000409,2020-02-29,SMM,Working Capital,25492.4,Matured,2021-08-31
500410,906129,100000410,2020-02-29,SML,Developer,4648.84,Refinanced,2020-04-30
500411,906070,100000411,2020-02-29,RB,Mortgage,1176.46,Paid Off Early,2025-10-31
500412,904406,100000412,2020-02-29,RB,Consumer,1061.42,Matured,2024-04-30
500413,900633,100000413,2020-02-29,SML,Agro,4563.91,Paid Off Early,2020-03-31
500414,906844,100000414,2020-02-29,RB,Digital,45.83,Matured,2023-07-31
500415,901118,100000415,2020-02-29,SML,Corporate Term Loan,3895.35,Paid Off Early,2021-07-31
500416,906992,100000416,2020-02-29,SML,Corporate Term Loan,2919.22,Matured,2025-06-30
500417,907590,100000417,2020-02-29,SML,Agro,2269.19,Matured,2021-12-31
500418,906655,100000418,2020-02-29,SMM,Corporate Term Loan,15034.6,Paid Off Early,2025-02-28
500419,903646,100000419,2020-02-29,CB,Corporate Term Loan,183805.21,Refinanced,2023-05-31
500420,908952,100000420,2020-02-29,SMM,Working Capital,26591.79,Matured,2021-11-30
500421,901922,100000421,2020-02-29,RB,Digital,1453.59,Paid Off Early,2023-03-31
500422,902875,100000422,2020-02-29,RB,Digital,431.63,Paid Off Early,2021-05-31
500423,906391,100000423,2020-02-29,SML,Trade Finance,4539.97,Paid Off Early,2021-02-28
500424,900889,100000424,2020-02-29,CB,Trade Finance,119860.52,Matured,2021-08-31
500425,908256,100000425,2020-02-29,RB,Consumer,461.86,Matured,2023-03-31
500426,906017,100000426,2020-02-29,SMM,Developer,12728.46,Matured,2025-01-31
500427,908793,100000427,2020-02-29,SML,Corporate Term Loan,3003.98,Refinanced,2020-09-30
500428,901825,100000428,2020-02-29,RB,Auto Loan,171.12,Paid Off Early,2023-05-31
500429,903243,100000429,2020-02-29,CB,Working Capital,161032.48,Matured,2021-01-31
500430,907078,100000430,2020-02-29,SMM,Trade Finance,17426.72,Paid Off Early,2020-08-31
500431,900033,100000431,2020-02-29,RB,Mortgage,733.11,Paid Off Early,2026-06-30
500432,902998,100000432,2020-02-29,SML,Developer,3724.74,Matured,2022-04-30
500433,900576,100000433,2020-02-29,SMM,Trade Finance,10653.73,Matured,2021-07-31
500434,906882,100000434,2020-02-29,RB,Auto Loan,406.84,Matured,2024-08-31
500435,901769,100000435,2020-02-29,SML,Auto Loan,1891.08,,
500436,908162,100000436,2020-02-29,SMM,Developer,28286.58,Written Off,2022-02-28
500437,901008,100000437,2020-02-29,SML,Trade Finance,3200.33,Paid Off Early,2021-09-30
500438,901808,100000438,2020-02-29,RB,Mortgage,525.01,,
500439,903296,100000439,2020-02-29,SMM,Working Capital,12333.98,Matured,2022-03-31
500440,906165,100000440,2020-02-29,SML,Trade Finance,2158.04,Paid Off Early,2020-03-31
500441,904261,100000441,2020-02-29,RB,Mortgage,92.72,Paid Off Early,2020-11-30
500442,908662,100000442,2020-02-29,SML,Developer,4244.61,Matured,2022-10-31
500443,908429,100000443,2020-02-29,RB,Consumer,889.28,Matured,2022-06-30
500444,908009,100000444,2020-02-29,SMM,Developer,18124.22,Paid Off Early,2022-09-30
500445,907170,100000445,2020-02-29,CB,Working Capital,195647.64,Matured,2021-05-31
500446,908097,100000446,2020-02-29,RB,Mortgage,1052.66,Paid Off Early,2020-12-31
500447,906257,100000447,2020-02-29,SML,Agro,4302.2,Matured,2021-08-31
500448,906956,100000448,2020-02-29,SML,Developer,2819.76,Refinanced,2020-11-30
500449,907513,100000449,2020-02-29,SML,Trade Finance,2619.36,Matured,2021-09-30
500450,901136,100000450,2020-02-29,CB,Developer,107077.82,Refinanced,2022-09-30
500451,906146,100000451,2020-02-29,RB,Digital,401.89,Matured,2021-09-30
500452,907871,100000452,2020-02-29,SMM,Working Capital,23105.51,Matured,2020-08-31
500453,903065,100000453,2020-02-29,RB,Digital,1410.66,Paid Off Early,2020-11-30
500454,901790,100000454,2020-02-29,SML,Working Capital,3744.72,Matured,2022-02-28
500455,907525,100000455,2020-02-29,SMM,Trade Finance,31408.1,Matured,2020-10-31
500456,900090,100000456,2020-02-29,CB,Developer,91223.58,Written Off,2024-03-31
500457,903485,100000457,2020-02-29,RB,Mortgage,995.72,Paid Off Early,2021-05-31
500458,904163,100000458,2020-02-29,RB,Auto Loan,124.0,Matured,2022-12-31
500459,900567,100000459,2020-02-29,CB,Developer,95498.71,Matured,2023-08-31
500460,901130,100000460,2020-02-29,SML,Agro,4732.26,Refinanced,2020-08-31
500461,905014,100000461,2020-02-29,RB,Auto Loan,493.72,Matured,2022-08-31
500462,905766,100000462,2020-02-29,SMM,Working Capital,24943.2,Matured,2022-02-28
500463,907872,100000463,2020-02-29,SML,Trade Finance,3767.03,Matured,2020-09-30
500464,903605,100000464,2020-02-29,CB,Corporate Term Loan,127581.56,Matured,2023-09-30
500465,904257,100000465,2020-02-29,CB,Trade Finance,131008.09,Refinanced,2021-09-30
500466,907728,100000466,2020-02-29,SMM,Agro,26704.6,Paid Off Early,2021-05-31
500467,907730,100000467,2020-02-29,RB,Digital,58.65,Paid Off Early,2020-08-31
500468,903485,100000468,2020-02-29,RB,Mortgage,1358.91,,
500469,901227,100000469,2020-02-29,SMM,Agro,19168.32,Matured,2022-04-30
500470,903004,100000470,2020-02-29,SMM,Agro,6980.0,Matured,2023-06-30
500471,903807,100000471,2020-02-29,SMM,Trade Finance,12149.3,Matured,2021-09-30
500472,907919,100000472,2020-02-29,RB,Mortgage,1044.01,,
500473,902018,100000473,2020-02-29,SMM,Agro,37227.75,Paid Off Early,2021-07-31
500474,906815,100000474,2020-02-29,CB,Developer,184028.27,Refinanced,2020-05-31
500475,902386,100000475,2020-02-29,RB,Auto Loan,782.44,Paid Off Early,2022-11-30
500476,900388,100000476,2020-02-29,SMM,Working Capital,30577.0,Matured,2020-09-30
500477,907093,100000477,2020-02-29,SML,Corporate Term Loan,2612.24,Matured,2025-09-30
500478,902766,100000478,2020-02-29,SML,Trade Finance,3145.37,Paid Off Early,2020-06-30
500479,906589,100000479,2020-02-29,SMM,Agro,21855.04,Matured,2022-07-31
500480,907849,100000480,2020-02-29,RB,Digital,644.61,Matured,2022-01-31
500481,901038,100000481,2020-02-29,SMM,Working Capital,16981.0,Refinanced,2020-06-30
500482,904977,100000482,2020-02-29,CB,Trade Finance,70572.27,Matured,2021-10-31
500483,903528,100000483,2020-02-29,RB,Mortgage,1055.87,Paid Off Early,2021-04-30
500484,900523,100000484,2020-02-29,SML,Mortgage,1713.83,,
500485,906637,100000485,2020-02-29,CB,Developer,65431.81,Refinanced,2020-12-31
500486,904513,100000486,2020-02-29,SMM,Developer,42360.12,Paid Off Early,2023-05-31
500487,902276,100000487,2020-02-29,SML,Trade Finance,4249.15,Refinanced,2020-07-31
500488,900570,100000488,2020-02-29,SML,Developer,3293.91,Refinanced,2021-04-30
500489,905518,100000489,2020-02-29,RB,Digital,1015.6,Matured,2021-09-30
500490,908112,100000490,2020-02-29,RB,Mortgage,349.36,Paid Off Early,2020-11-30
500491,903751,100000491,2020-02-29,SMM,Corporate Term Loan,26229.2,Refinanced,2021-02-28
500492,903930,100000492,2020-02-29,SML,Corporate Term Loan,2180.35,Matured,2024-12-31
500493,907544,100000493,2020-02-29,CB,Trade Finance,54958.57,Matured,2021-10-31
500494,908366,100000494,2020-02-29,SML,Agro,2113.37,Paid Off Early,2023-04-30
500495,903905,100000495,2020-02-29,SML,Developer,3528.35,Matured,2024-01-31
500496,900454,100000496,2020-02-29,SMM,Trade Finance,30433.77,Refinanced,2020-04-30
500497,900644,100000497,2020-02-29,SMM,Trade Finance,22145.5,Matured,2021-01-31
500498,908968,100000498,2020-02-29,SMM,Working Capital,5648.03,Matured,2022-05-31
500499,904374,100000499,2020-02-29,SML,Developer,2418.2,Refinanced,2022-10-31
500500,905161,100000500,2020-02-29,RB,Mortgage,975.54,Written Off,2023-09-30
500501,908871,100000501,2020-02-29,SMM,Developer,10378.78,Refinanced,2020-05-31
500502,900102,100000502,2020-02-29,RB,Mortgage,503.62,,
500503,908524,100000503,2020-02-29,SML,Agro,3471.93,Matured,2023-01-31
500504,901760,100000504,2020-02-29,RB,Digital,676.64,Paid Off Early,2021-12-31
500505,903927,100000505,2020-02-29,SMM,Agro,35490.5,Matured,2021-08-31
500506,907052,100000506,2020-02-29,CB,Developer,96449.63,Refinanced,2023-12-31
500507,906525,100000507,2020-02-29,SML,Agro,4705.31,Matured,2022-04-30
500508,903677,100000508,2020-02-29,SMM,Trade Finance,25410.96,Matured,2020-10-31
500509,900605,100000509,2020-02-29,SML,Developer,3223.19,Refinanced,2022-07-31
500510,902581,100000510,2020-02-29,CB,Trade Finance,196028.04,Refinanced,2020-07-31
500511,905178,100000511,2020-02-29,SMM,Corporate Term Loan,7645.22,Matured,2026-02-28
500512,905616,100000512,2020-02-29,RB,Auto Loan,98.64,Matured,2024-03-31
500513,906686,100000513,2020-02-29,SML,Developer,3985.01,Refinanced,2021-03-31
500514,901082,100000514,2020-02-29,SML,Working Capital,4109.11,Matured,2021-01-31
500515,905773,100000515,2020-02-29,SMM,Trade Finance,31252.6,Matured,2020-10-31
500516,901322,100000516,2020-02-29,CB,Working Capital,190808.48,Matured,2021-03-31
500517,900475,100000517,2020-02-29,RB,Digital,1124.16,Matured,2023-05-31
500518,906780,100000518,2020-02-29,SML,Corporate Term Loan,4178.09,Paid Off Early,2023-10-31
500519,900208,100000519,2020-02-29,CB,Corporate Term Loan,132622.61,Refinanced,2023-02-28
500520,905137,100000520,2020-02-29,CB,Developer,127972.92,Refinanced,2022-01-31
500521,904662,100000521,2020-02-29,SML,Trade Finance,3110.25,Refinanced,2020-07-31
500522,901182,100000522,2020-02-29,CB,Working Capital,91576.4,Matured,2021-04-30
500523,906135,100000523,2020-02-29,SML,Corporate Term Loan,2900.35,Paid Off Early,2021-01-31
500524,903483,100000524,2020-02-29,SMM,Agro,22618.88,Refinanced,2022-06-30
500525,900067,100000525,2020-02-29,SML,Agro,4288.31,Refinanced,2020-05-31
500526,908715,100000526,2020-02-29,RB,Auto Loan,1025.95,Paid Off Early,2023-11-30
500527,906946,100000527,2020-02-29,SML,Developer,2863.37,Paid Off Early,2021-04-30
500528,901769,100000528,2020-02-29,SML,Corporate Term Loan,2618.6,Paid Off Early,2024-03-31
500529,907766,100000529,2020-02-29,RB,Digital,1201.54,Matured,2022-02-28
500530,907916,100000530,2020-02-29,SML,Developer,4743.34,Matured,2022-09-30
500531,906028,100000531,2020-02-29,SMM,Corporate Term Loan,41991.92,Matured,2025-11-30
500532,901709,100000532,2020-02-29,SMM,Trade Finance,29248.84,Matured,2021-04-30
500533,908365,100000533,2020-02-29,CB,Developer,108904.7,Paid Off Early,2022-05-31
500534,900608,100000534,2020-02-29,RB,Auto Loan,1641.7,Paid Off Early,2021-12-31
500535,906257,100000535,2020-02-29,SMM,Working Capital,17895.8,Matured,2021-10-31
500536,903859,100000536,2020-02-29,RB,Auto Loan,655.41,Written Off,2022-06-30
500537,908279,100000537,2020-02-29,SML,Trade Finance,4439.36,Matured,2021-09-30
500538,902058,100000538,2020-02-29,SML,Developer,2924.45,Paid Off Early,2020-09-30
500539,900893,100000539,2020-02-29,SMM,Corporate Term Loan,32356.65,Paid Off Early,2025-04-30
500540,900094,100000540,2020-02-29,SML,Working Capital,4055.23,Matured,2021-07-31
500541,903761,100000541,2020-02-29,SMM,Corporate Term Loan,40605.24,Paid Off Early,2023-12-31
500542,905629,100000542,2020-02-29,RB,Mortgage,506.36,Paid Off Early,2023-10-31
500543,906609,100000543,2020-02-29,CB,Developer,193670.72,Paid Off Early,2021-03-31
500544,901492,100000544,2020-02-29,SMM,Developer,25700.44,Matured,2023-09-30
500545,908877,100000545,2020-02-29,SML,Corporate Term Loan,4294.73,Refinanced,2020-05-31
500546,905225,100000546,2020-02-29,CB,Developer,61306.41,Matured,2023-12-31
500547,902700,100000547,2020-02-29,SML,Trade Finance,3930.63,Matured,2021-04-30
500548,903337,100000548,2020-02-29,RB,Auto Loan,728.09,Matured,2025-05-31
500549,902313,100000549,2020-02-29,RB,Digital,125.84,Matured,2021-10-31
500550,900459,100000550,2020-02-29,RB,Auto Loan,1401.74,,
500551,905944,100000551,2020-02-29,CB,Trade Finance,60838.66,Matured,2021-10-31
500552,907474,100000552,2020-02-29,SMM,Agro,22494.84,Paid Off Early,2021-09-30
500553,908215,100000553,2020-02-29,CB,Developer,173328.51,Matured,2023-04-30
500554,905008,100000554,2020-02-29,SML,Developer,2897.13,Refinanced,2020-06-30
500555,905372,100000555,2020-02-29,SML,Developer,2355.66,Refinanced,2021-09-30
500556,908085,100000556,2020-02-29,SML,Working Capital,3123.35,Matured,2021-09-30
500557,905198,100000557,2020-02-29,CB,Corporate Term Loan,138957.71,Written Off,2022-10-31
500558,901578,100000558,2020-02-29,SML,Developer,3777.4,Paid Off Early,2021-11-30
500559,904726,100000559,2020-02-29,RB,Mortgage,409.0,Written Off,2022-04-30
500560,902440,100000560,2020-02-29,RB,Auto Loan,1041.14,Matured,2023-01-31
500561,906209,100000561,2020-02-29,CB,Trade Finance,165219.77,Matured,2021-01-31
500562,900742,100000562,2020-02-29,RB,Mortgage,1434.55,Matured,2025-03-31
500563,902212,100000563,2020-02-29,SMM,Trade Finance,22675.82,Refinanced,2021-02-28
500564,903850,100000564,2020-02-29,RB,Auto Loan,321.76,Matured,2024-05-31
500565,908215,100000565,2020-02-29,SML,Trade Finance,2396.49,Matured,2021-09-30
