CLIENT_NO,HIST_DATE,TRANSFER_IN,TRANSFER_OUT
905019,2024-02-29,2716.6,7304.72
905034,2024-02-29,2557.79,3536.08
905036,2024-02-29,2115.99,4404.06
905046,2024-02-29,3433.73,3216.13
905060,2024-02-29,1078.55,6092.19
905093,2024-02-29,1031.28,2985.4
905104,2024-02-29,1095.01,822.72
905115,2024-02-29,1448.21,6410.24
905124,2024-02-29,920.42,532.87
905152,2024-02-29,411.8,366.03
905170,2024-02-29,3547.73,2816.1
905180,2024-02-29,3773.07,2105.51
905188,2024-02-29,2932.51,2004.1
905190,2024-02-29,2840.07,1555.46
905218,2024-02-29,1234.34,854.93
905233,2024-02-29,1369.15,4023.85
905247,2024-02-29,803.12,5903.8
905267,2024-02-29,3402.68,2512.38
905295,2024-02-29,1364.47,5071.29
905316,2024-02-29,958.35,2906.15
905329,2024-02-29,989.7,5991.7
905334,2024-02-29,3579.9,1542.88
905345,2024-02-29,291.14,529.49
905351,2024-02-29,1943.12,5710.37
905356,2024-02-29,2602.04,5238.66
905358,2024-02-29,883.0,4819.49
905360,2024-02-29,2071.82,4921.65
905374,2024-02-29,5469.89,1772.68
905377,2024-02-29,634.03,2143.8
905382,2024-02-29,679.22,3403.96
905386,2024-02-29,3708.27,1419.5
905397,2024-02-29,1112.1,741.96
905410,2024-02-29,358.54,1099.64
905435,2024-02-29,604.78,1983.19
905459,2024-02-29,2126.76,4851.26
905471,2024-02-29,1465.8,1448.55
905493,2024-02-29,2770.0,8523.43
905509,2024-02-29,688.27,704.54
905527,2024-02-29,188.94,284.91
905533,2024-02-29,1270.57,1787.71
905544,2024-02-29,487.35,345.09
905545,2024-02-29,2636.41,1085.82
905598,2024-02-29,2679.79,2688.67
905610,2024-02-29,3057.93,9643.58
905614,2024-02-29,565.73,3047.67
905628,2024-02-29,2818.34,7758.58
905663,2024-02-29,178.9,817.58
905669,2024-02-29,2533.51,1196.01
905680,2024-02-29,1411.25,547.53
905683,2024-02-29,458.52,619.23
905689,2024-02-29,997.06,426.12
905712,2024-02-29,2399.29,1333.28
905719,2024-02-29,2028.99,1335.17
905770,2024-02-29,692.69,637.83
905780,2024-02-29,3210.73,5248.22
905793,2024-02-29,1169.71,1898.25
905841,2024-02-29,1503.11,1024.96
905856,2024-02-29,4869.2,1858.18
905881,2024-02-29,6759.55,2681.86
905896,2024-02-29,3346.33,9275.44
905909,2024-02-29,1458.25,651.44
905987,2024-02-29,1289.76,1613.25
906027,2024-02-29,2741.86,5072.93
906030,2024-02-29,4675.85,2960.76
906048,2024-02-29,3707.64,3121.23
906075,2024-02-29,1431.34,4169.83
906107,2024-02-29,659.67,2033.21
906114,2024-02-29,741.67,800.35
906115,2024-02-29,2476.2,1853.86
906123,2024-02-29,3598.07,2597.44
906139,2024-02-29,2841.8,6971.09
906156,2024-02-29,2289.56,1153.73
906166,2024-02-29,650.56,731.62
906183,2024-02-29,1103.86,1053.67
906186,2024-02-29,1733.68,7252.77
906187,2024-02-29,1416.35,6598.02
906213,2024-02-29,882.47,1554.68
906258,2024-02-29,883.49,3608.08
906285,2024-02-29,65.84,439.4
906292,2024-02-29,602.64,1906.97
906312,2024-02-29,1109.3,2227.2
906350,2024-02-29,2432.12,1656.35
906435,2024-02-29,500.47,1771.26
906460,2024-02-29,1143.64,2288.31
906478,2024-02-29,852.61,3187.15
906501,2024-02-29,311.39,1560.38
906506,2024-02-29,1123.06,5578.37
906535,2024-02-29,2979.58,2949.76
906559,2024-02-29,1334.35,6744.28
906561,2024-02-29,327.74,261.22
906590,2024-02-29,1169.98,7555.74
906611,2024-02-29,3154.61,6108.72
906620,2024-02-29,1636.74,4754.85
906673,2024-02-29,1184.47,3168.59
906740,2024-02-29,429.67,343.02
906759,2024-02-29,2413.87,3351.34
906765,2024-02-29,2906.78,5891.13
906774,2024-02-29,3918.05,2276.51
906816,2024-02-29,1196.47,3945.95
906821,2024-02-29,4923.48,2284.68
906834,2024-02-29,1846.14,1792.16
906837,2024-02-29,571.31,2885.72
906839,2024-02-29,2474.75,5805.59
906880,2024-02-29,941.3,4868.65
906947,2024-02-29,4789.47,1685.07
906960,2024-02-29,1493.55,1209.6
906973,2024-02-29,2236.03,6915.54
906979,2024-02-29,2873.05,3212.2
906990,2024-02-29,2134.96,2406.44
907024,2024-02-29,4047.17,1645.91
907054,2024-02-29,1028.59,645.96
907057,2024-02-29,3328.13,3104.35
907072,2024-02-29,1223.2,1940.13
907079,2024-02-29,839.62,3066.53
907082,2024-02-29,3460.51,4222.65
907085,2024-02-29,5262.14,1706.4
907122,2024-02-29,463.52,1260.48
907155,2024-02-29,300.97,1821.53
907167,2024-02-29,2709.96,1417.19
907169,2024-02-29,1503.36,760.81
907182,2024-02-29,1861.75,804.47
907199,2024-02-29,1307.32,2232.19
907200,2024-02-29,6635.27,2708.39
907232,2024-02-29,851.7,2506.08
907251,2024-02-29,1079.06,2716.7
907254,2024-02-29,173.37,914.0
907256,2024-02-29,1984.17,7330.17
907261,2024-02-29,170.22,304.1
907262,2024-02-29,1291.7,989.49
907264,2024-02-29,1072.01,430.68
907295,2024-02-29,1523.79,3032.36
907317,2024-02-29,2490.48,6827.24
907319,2024-02-29,2743.51,2369.9
907320,2024-02-29,1090.48,631.07
907328,2024-02-29,2568.23,2181.76
907331,2024-02-29,1327.52,8660.63
907339,2024-02-29,1366.83,996.33
907341,2024-02-29,2186.8,1895.44
907371,2024-02-29,369.77,1468.34
907372,2024-02-29,4080.5,3362.91
907376,2024-02-29,474.05,2652.42
907388,2024-02-29,1626.11,5084.69
907391,2024-02-29,1206.77,3324.81
907394,2024-02-29,2290.61,1923.8
907406,2024-02-29,1537.28,1409.54
907416,2024-02-29,720.34,1475.96
907422,2024-02-29,2732.65,2590.44
907426,2024-02-29,1333.59,1460.47
907429,2024-02-29,2816.01,3974.62
907451,2024-02-29,277.08,1737.88
907460,2024-02-29,2037.47,5353.76
907477,2024-02-29,708.96,2952.8
907505,2024-02-29,3318.46,873.75
907508,2024-02-29,1876.82,6076.24
907566,2024-02-29,3654.58,1324.07
907571,2024-02-29,1814.53,2136.54
907575,2024-02-29,618.12,1720.76
907591,2024-02-29,1702.56,3337.28
907593,2024-02-29,761.26,447.33
907595,2024-02-29,1279.69,3200.83
907608,2024-02-29,564.74,1627.27
907621,2024-02-29,95.56,559.94
907630,2024-02-29,413.94,994.27
907636,2024-02-29,2152.06,8111.93
907673,2024-02-29,1402.79,582.71
907678,2024-02-29,2146.64,1020.39
907688,2024-02-29,184.51,372.66
907696,2024-02-29,1711.39,1829.18
907720,2024-02-29,957.11,1964.53
907727,2024-02-29,2982.21,9308.22
907736,2024-02-29,3955.85,1124.12
907752,2024-02-29,2843.52,1180.19
907758,2024-02-29,3262.07,1887.49
907759,2024-02-29,1613.33,8003.49
907761,2024-02-29,297.71,278.61
907774,2024-02-29,186.46,459.29
907782,2024-02-29,2988.62,3204.59
907783,2024-02-29,2849.1,2406.65
907818,2024-02-29,3813.61,2510.85
907877,2024-02-29,902.46,6173.76
907878,2024-02-29,2890.56,5699.35
907879,2024-02-29,2270.36,5537.75
907885,2024-02-29,435.89,1737.28
907893,2024-02-29,1846.34,5326.49
907915,2024-02-29,393.94,486.7
907950,2024-02-29,175.48,1101.76
907951,2024-02-29,2942.12,1017.51
907964,2024-02-29,697.81,2168.37
907971,2024-02-29,618.57,1235.55
908004,2024-02-29,4604.81,1472.24
908006,2024-02-29,628.19,2967.96
908038,2024-02-29,729.75,878.42
908092,2024-02-29,484.78,1753.96
908106,2024-02-29,1082.48,8326.57
908133,2024-02-29,4607.64,2312.52
908134,2024-02-29,1481.69,7148.45
908154,2024-02-29,403.94,672.97
908177,2024-02-29,1006.98,1996.4
908180,2024-02-29,1847.95,1891.95
908228,2024-02-29,2100.96,5786.84
908246,2024-02-29,352.95,796.48
908266,2024-02-29,1166.26,1454.66
908291,2024-02-29,263.96,308.08
908294,2024-02-29,3501.33,2275.58
908339,2024-02-29,167.59,1197.77
908352,2024-02-29,519.09,254.86
908360,2024-02-29,3976.72,3291.69
908392,2024-02-29,2296.93,1206.06
908425,2024-02-29,672.14,3801.24
908430,2024-02-29,2552.54,3187.64
908449,2024-02-29,1825.38,5075.31
908499,2024-02-29,2326.83,6929.84
908501,2024-02-29,2518.83,2034.13
908521,2024-02-29,1701.52,3242.94
908557,2024-02-29,967.85,1927.55
908567,2024-02-29,858.98,3261.56
908572,2024-02-29,1178.26,6419.91
908580,2024-02-29,1050.65,1741.96
908583,2024-02-29,509.96,1208.89
908590,2024-02-29,977.12,4683.79
908607,2024-02-29,762.73,382.84
908609,2024-02-29,436.29,654.94
908620,2024-02-29,1130.35,509.5
908643,2024-02-29,1931.84,1471.55
908645,2024-02-29,3403.38,1412.82
908653,2024-02-29,1393.23,645.23
908661,2024-02-29,541.12,369.18
908691,2024-02-29,545.8,1531.15
908700,2024-02-29,1609.57,4538.37
908732,2024-02-29,4512.95,3957.92
908745,2024-02-29,1935.94,1550.49
908749,2024-02-29,1159.2,1030.22
908772,2024-02-29,1175.35,4594.15
908789,2024-02-29,1956.37,3651.22
908811,2024-02-29,2039.57,1511.4
908826,2024-02-29,3501.01,4937.87
908834,2024-02-29,356.39,740.64
908862,2024-02-29,1769.23,5079.2
908879,2024-02-29,429.35,184.69
908886,2024-02-29,1004.7,265.43
908892,2024-02-29,641.74,4103.01
908922,2024-02-29,4255.41,2850.76
908939,2024-02-29,527.03,612.58
900024,2024-03-31,344.73,267.85
900030,2024-03-31,1955.46,5095.75
900042,2024-03-31,3647.54,4325.01
900052,2024-03-31,517.94,1507.03
900056,2024-03-31,6450.87,3485.03
900076,2024-03-31,1578.12,6533.64
900098,2024-03-31,248.49,545.19
900103,2024-03-31,3107.17,1463.21
900131,2024-03-31,1787.18,5497.33
900136,2024-03-31,1060.58,3356.97
900157,2024-03-31,1145.59,2589.86
900214,2024-03-31,3043.04,2621.16
900232,2024-03-31,1877.88,2405.95
900260,2024-03-31,3276.39,1329.87
900270,2024-03-31,240.86,1398.97
900280,2024-03-31,534.17,2583.63
900302,2024-03-31,2704.05,4745.81
900331,2024-03-31,2769.52,894.95
900348,2024-03-31,5843.3,2163.36
900355,2024-03-31,2547.98,760.37
900358,2024-03-31,1081.47,1914.95
900401,2024-03-31,3346.3,1398.74
900411,2024-03-31,2627.27,4166.0
900433,2024-03-31,1675.41,2082.35
900446,2024-03-31,626.71,1504.3
900448,2024-03-31,382.02,328.94
900477,2024-03-31,2623.6,941.15
900518,2024-03-31,2147.15,2384.41
900522,2024-03-31,2108.77,1335.98
900531,2024-03-31,716.64,2255.75
900542,2024-03-31,1500.92,1983.73
900599,2024-03-31,1076.63,2112.12
900616,2024-03-31,392.02,348.68
900640,2024-03-31,650.86,2205.59
900669,2024-03-31,2408.54,6268.85
900680,2024-03-31,2695.28,3323.22
900683,2024-03-31,2166.44,6688.94
900686,2024-03-31,2548.1,1184.78
900694,2024-03-31,2842.82,7139.11
900710,2024-03-31,526.43,1210.23
900715,2024-03-31,1042.5,235.22
900739,2024-03-31,4855.04,1856.75
900750,2024-03-31,1573.3,1385.51
900754,2024-03-31,424.17,1257.79
900757,2024-03-31,6566.22,1981.28
900767,2024-03-31,290.46,632.17
900778,2024-03-31,278.62,111.43
900814,2024-03-31,3865.24,1864.45
900825,2024-03-31,1200.67,881.8
900828,2024-03-31,1712.87,6837.94
900901,2024-03-31,1800.93,1490.57
900919,2024-03-31,4688.34,2991.33
900932,2024-03-31,1085.5,7354.39
900953,2024-03-31,1722.08,776.01
900961,2024-03-31,2277.67,2720.32
900965,2024-03-31,1864.53,1484.71
900966,2024-03-31,1762.94,5171.55
900985,2024-03-31,474.87,1295.43
900991,2024-03-31,184.3,828.29
900993,2024-03-31,422.16,911.03
901000,2024-03-31,2884.36,3543.37
901002,2024-03-31,801.73,2698.37
901030,2024-03-31,447.28,1160.69
901031,2024-03-31,4291.79,4117.81
901037,2024-03-31,1071.95,5202.01
901042,2024-03-31,597.28,1755.29
901044,2024-03-31,2785.68,7021.57
901070,2024-03-31,130.43,646.15
901084,2024-03-31,616.61,960.86
901091,2024-03-31,2511.66,5790.68
901107,2024-03-31,3470.49,2991.74
901117,2024-03-31,1179.27,3241.5
901179,2024-03-31,903.18,532.63
901193,2024-03-31,3024.92,1405.18
901194,2024-03-31,2568.94,2919.37
901228,2024-03-31,2094.16,6035.7
901244,2024-03-31,1363.39,6771.46
901245,2024-03-31,2579.93,3021.69
901251,2024-03-31,1573.46,2455.13
901269,2024-03-31,997.59,587.43
901312,2024-03-31,3672.71,2420.05
901344,2024-03-31,831.62,467.21
901353,2024-03-31,2384.32,778.11
901354,2024-03-31,885.03,3555.9
901372,2024-03-31,3746.82,3254.99
901383,2024-03-31,3372.62,1688.65
901431,2024-03-31,1441.6,3433.96
901464,2024-03-31,1963.21,1111.69
901471,2024-03-31,2602.67,2413.49
901474,2024-03-31,2404.14,5082.12
901478,2024-03-31,1295.38,1658.69
901504,2024-03-31,387.7,507.47
901538,2024-03-31,1392.79,3102.77
901567,2024-03-31,548.37,1651.1
901607,2024-03-31,2855.91,2078.35
901614,2024-03-31,1255.27,1550.62
901618,2024-03-31,626.51,2310.92
901647,2024-03-31,2687.3,4364.71
901681,2024-03-31,357.03,886.68
901688,2024-03-31,947.91,4536.83
901691,2024-03-31,2037.13,3971.08
901728,2024-03-31,3106.68,6575.51
901732,2024-03-31,317.76,1197.16
901744,2024-03-31,2592.88,2464.06
901759,2024-03-31,1249.99,6926.89
901786,2024-03-31,768.02,4612.79
901807,2024-03-31,2761.06,1954.14
901808,2024-03-31,3419.45,1589.77
901816,2024-03-31,1077.59,972.21
901837,2024-03-31,735.61,206.42
901913,2024-03-31,1148.03,4279.6
901960,2024-03-31,1686.89,3331.12
901966,2024-03-31,2227.31,4827.6
901972,2024-03-31,1131.45,6838.27
901984,2024-03-31,3254.81,3485.78
902000,2024-03-31,3541.19,2200.33
902072,2024-03-31,1325.12,653.05
902091,2024-03-31,6385.09,1608.04
902106,2024-03-31,1493.58,938.2
902113,2024-03-31,2303.92,2360.31
902127,2024-03-31,2751.74,2521.63
902157,2024-03-31,650.83,320.35
902218,2024-03-31,1790.81,6044.05
902240,2024-03-31,975.58,2426.32
902246,2024-03-31,610.78,2838.33
902251,2024-03-31,1484.25,4085.27
902263,2024-03-31,1728.01,6830.18
902265,2024-03-31,1627.76,9479.82
902281,2024-03-31,97.84,435.42
902289,2024-03-31,385.78,351.09
902301,2024-03-31,3059.31,1344.48
902313,2024-03-31,2637.27,1744.92
902364,2024-03-31,1005.84,3378.69
902380,2024-03-31,5870.14,1968.5
902389,2024-03-31,175.48,587.4
902395,2024-03-31,1498.14,7109.68
902402,2024-03-31,6496.66,2284.31
902425,2024-03-31,954.29,2786.23
902428,2024-03-31,5077.84,1438.51
902431,2024-03-31,4473.89,2010.49
902446,2024-03-31,1144.6,343.65
902461,2024-03-31,1494.57,3844.96
902465,2024-03-31,1151.32,5214.06
902471,2024-03-31,2779.12,1176.25
902482,2024-03-31,4250.22,1515.1
902490,2024-03-31,226.07,810.74
902493,2024-03-31,188.46,891.54
902520,2024-03-31,4273.62,1426.88
902532,2024-03-31,2453.0,6582.66
902569,2024-03-31,2165.75,4875.22
902643,2024-03-31,1135.86,6031.11
902644,2024-03-31,684.56,1230.64
902649,2024-03-31,2682.77,5887.56
902650,2024-03-31,648.49,3636.62
902654,2024-03-31,1483.56,661.81
902697,2024-03-31,628.48,3330.7
902729,2024-03-31,4720.71,1295.3
902731,2024-03-31,1642.52,2693.17
902774,2024-03-31,1900.59,8634.41
902775,2024-03-31,1911.42,1718.1
902776,2024-03-31,1196.22,1437.62
902791,2024-03-31,1486.88,1055.97
902805,2024-03-31,714.2,2039.14
902808,2024-03-31,3212.06,2589.78
902832,2024-03-31,514.93,1846.99
902858,2024-03-31,4395.05,2391.61
902910,2024-03-31,1641.85,7025.34
902922,2024-03-31,341.94,1193.74
902956,2024-03-31,1646.24,4911.75
902958,2024-03-31,454.34,1656.13
902986,2024-03-31,1289.72,2740.48
903018,2024-03-31,2632.04,6653.45
903084,2024-03-31,1438.29,1082.97
903103,2024-03-31,2652.39,3171.51
903104,2024-03-31,1956.1,5787.44
903122,2024-03-31,1323.94,2137.52
903132,2024-03-31,284.66,1284.46
903169,2024-03-31,3063.32,2406.16
903184,2024-03-31,605.46,2941.95
903230,2024-03-31,577.55,3172.22
903240,2024-03-31,3179.74,5864.73
903256,2024-03-31,2287.75,2670.13
903266,2024-03-31,995.88,3239.36
903275,2024-03-31,1603.73,1284.31
903374,2024-03-31,6023.95,2502.3
903385,2024-03-31,4849.92,2936.31
903386,2024-03-31,2917.39,4430.58
903420,2024-03-31,3574.99,2166.6
903439,2024-03-31,2849.89,768.08
903463,2024-03-31,3361.12,3871.9
903485,2024-03-31,1042.58,2823.87
903512,2024-03-31,131.48,395.01
903514,2024-03-31,4304.91,1859.99
903536,2024-03-31,3247.38,2925.38
903561,2024-03-31,1655.66,746.5
903579,2024-03-31,645.62,1864.74
903580,2024-03-31,1690.51,3415.89
903590,2024-03-31,1447.32,5791.51
903598,2024-03-31,1494.14,7241.51
903627,2024-03-31,1118.98,2818.64
903653,2024-03-31,3244.78,9108.52
903723,2024-03-31,2425.88,2091.98
903734,2024-03-31,2204.9,3566.01
903764,2024-03-31,2481.49,5126.14
903771,2024-03-31,2229.31,2074.98
903796,2024-03-31,506.75,3616.57
903843,2024-03-31,318.43,261.68
903847,2024-03-31,2072.87,1277.95
903856,2024-03-31,1446.99,3599.32
903868,2024-03-31,2023.96,1998.98
903906,2024-03-31,857.07,3851.62
903912,2024-03-31,2165.5,6239.78
903936,2024-03-31,683.71,2137.2
903951,2024-03-31,424.24,238.52
903953,2024-03-31,1427.89,963.21
903994,2024-03-31,1278.32,3774.31
904006,2024-03-31,586.06,2229.43
904022,2024-03-31,1756.88,1453.43
904041,2024-03-31,1818.66,7682.02
904108,2024-03-31,4687.63,3241.6
904151,2024-03-31,665.92,1073.34
904176,2024-03-31,618.7,3529.86
904189,2024-03-31,3185.91,3235.86
904193,2024-03-31,1271.31,1743.93
904217,2024-03-31,2605.52,822.18
904226,2024-03-31,2111.72,6192.68
904236,2024-03-31,3152.73,840.45
904237,2024-03-31,1264.46,3132.98
904306,2024-03-31,3661.2,2700.57
904336,2024-03-31,1475.86,597.79
904343,2024-03-31,2904.43,1536.94
904349,2024-03-31,1364.51,1713.08
904364,2024-03-31,2757.96,1999.52
904366,2024-03-31,1732.58,1663.62
904392,2024-03-31,1438.03,2436.51
904394,2024-03-31,1608.35,6005.27
904436,2024-03-31,4554.29,1824.68
904440,2024-03-31,609.59,2573.2
904450,2024-03-31,1396.81,7521.37
904457,2024-03-31,1205.42,6945.99
904460,2024-03-31,646.92,465.4
904478,2024-03-31,3108.94,3231.73
904480,2024-03-31,2449.5,5762.75
904491,2024-03-31,173.33,465.49
904575,2024-03-31,774.38,2970.54
904576,2024-03-31,3963.45,1565.94
904647,2024-03-31,658.24,2231.97
904652,2024-03-31,1270.35,2618.61
904710,2024-03-31,2586.64,8850.84
904716,2024-03-31,1718.69,2799.23
904726,2024-03-31,1454.53,6615.35
904748,2024-03-31,2040.25,580.36
904757,2024-03-31,1179.66,4308.61
904791,2024-03-31,4599.75,2336.06
904797,2024-03-31,616.51,1631.89
904829,2024-03-31,1388.54,9141.17
904839,2024-03-31,1142.58,2939.57
904851,2024-03-31,613.18,568.98
904940,2024-03-31,1073.99,3381.36
904968,2024-03-31,4342.71,1093.69
905012,2024-03-31,2891.67,5271.02
905034,2024-03-31,1786.94,2387.09
905036,2024-03-31,1101.35,5457.25
905043,2024-03-31,5210.38,2493.31
905046,2024-03-31,2366.56,2194.36
905054,2024-03-31,535.77,1430.88
905058,2024-03-31,1527.82,5439.91
905104,2024-03-31,1802.28,2107.34
905115,2024-03-31,395.9,669.2
905118,2024-03-31,3692.74,1496.2
905180,2024-03-31,2832.38,1626.28
905188,2024-03-31,1326.88,930.69
905190,2024-03-31,3098.3,1298.9
905197,2024-03-31,5619.97,2879.15
905233,2024-03-31,1880.53,4076.53
905247,2024-03-31,3068.66,5188.11
905267,2024-03-31,3641.45,2036.88
905318,2024-03-31,2407.11,2160.61
905329,2024-03-31,1289.95,6030.78
905345,2024-03-31,1768.45,2641.78
905351,2024-03-31,682.51,3436.64
905360,2024-03-31,1830.1,7036.52
905374,2024-03-31,4016.05,1297.73
905383,2024-03-31,902.72,2175.52
905397,2024-03-31,2855.54,4087.19
905410,2024-03-31,1985.42,6999.75
905435,2024-03-31,2228.61,6360.18
905445,2024-03-31,3049.42,1607.06
905488,2024-03-31,223.87,1033.48
905504,2024-03-31,220.86,255.79
905527,2024-03-31,1230.67,4371.7
905533,2024-03-31,395.76,490.43
905544,2024-03-31,2978.09,2926.17
905572,2024-03-31,1517.8,694.36
905573,2024-03-31,639.08,3937.36
905592,2024-03-31,1274.46,2729.26
905598,2024-03-31,3519.83,2194.56
905610,2024-03-31,1200.97,3038.05
905614,2024-03-31,670.03,1148.08
905616,2024-03-31,634.63,1815.6
905663,2024-03-31,231.57,1042.52
905669,2024-03-31,2970.21,1761.12
905680,2024-03-31,1976.31,759.19
905683,2024-03-31,2379.74,3168.74
905689,2024-03-31,860.4,412.63
905700,2024-03-31,904.99,598.28
905719,2024-03-31,4416.68,1289.74
905721,2024-03-31,2158.05,6043.09
905737,2024-03-31,4100.06,4187.64
905793,2024-03-31,677.44,1051.48
905796,2024-03-31,4180.89,1963.08
905838,2024-03-31,794.69,2738.1
905840,2024-03-31,813.23,3685.64
905850,2024-03-31,2101.9,4861.17
905853,2024-03-31,3178.65,1711.64
905857,2024-03-31,771.07,4326.52
905881,2024-03-31,4596.8,1668.51
905885,2024-03-31,3596.45,3532.49
905896,2024-03-31,1501.47,7166.98
905919,2024-03-31,247.73,1943.69
905942,2024-03-31,648.23,2412.51
905955,2024-03-31,660.42,1508.47
905987,2024-03-31,2792.4,2116.29
906027,2024-03-31,2527.17,6303.19
906030,2024-03-31,3654.41,2161.84
906044,2024-03-31,1820.21,5015.24
906048,2024-03-31,550.81,424.49
906058,2024-03-31,2251.78,2275.52
906107,2024-03-31,1235.75,4458.95
906114,2024-03-31,955.35,1380.04
906115,2024-03-31,1237.41,1066.33
906123,2024-03-31,803.11,603.88
906127,2024-03-31,674.6,1774.11
906156,2024-03-31,1454.02,642.03
906166,2024-03-31,511.69,869.51
906183,2024-03-31,2360.97,3147.13
906213,2024-03-31,1506.42,2106.38
906231,2024-03-31,1225.15,6672.16
906283,2024-03-31,1655.44,3940.26
906285,2024-03-31,1296.93,5610.09
906289,2024-03-31,1589.35,8924.1
906292,2024-03-31,872.94,5789.5
906312,2024-03-31,1805.74,5905.93
906314,2024-03-31,1519.49,3763.09
906330,2024-03-31,1572.38,6300.92
906340,2024-03-31,1411.52,794.93
906368,2024-03-31,1831.85,2771.03
906379,2024-03-31,539.24,2752.24
906438,2024-03-31,1129.55,597.38
906460,2024-03-31,2679.25,5196.11
906478,2024-03-31,612.52,4267.22
906483,2024-03-31,635.21,3177.39
906485,2024-03-31,952.76,458.36
906501,2024-03-31,1752.75,6775.62
906506,2024-03-31,555.22,4438.86
906535,2024-03-31,3927.49,2787.56
906561,2024-03-31,3219.31,4639.19
906583,2024-03-31,567.1,1947.46
906673,2024-03-31,2613.76,5069.59
906711,2024-03-31,1095.17,585.65
906739,2024-03-31,3975.63,2566.76
906759,2024-03-31,292.52,257.64
906760,2024-03-31,193.63,914.96
906772,2024-03-31,1457.24,3138.02
906819,2024-03-31,1710.01,3040.51
906821,2024-03-31,3917.69,2976.37
906822,2024-03-31,1069.43,4802.99
906834,2024-03-31,2599.31,3311.82
906839,2024-03-31,163.52,901.88
906862,2024-03-31,1837.33,3003.31
906947,2024-03-31,787.26,275.38
906973,2024-03-31,2892.67,8753.93
906990,2024-03-31,1581.12,1997.72
906991,2024-03-31,1923.17,7035.45
907001,2024-03-31,371.08,1266.48
907024,2024-03-31,3742.14,1917.2
907057,2024-03-31,1383.98,860.76
907082,2024-03-31,900.81,661.31
907085,2024-03-31,1220.53,537.05
907092,2024-03-31,624.09,4131.6
907111,2024-03-31,1292.18,2962.8
907116,2024-03-31,209.89,393.93
907124,2024-03-31,1020.16,408.42
907155,2024-03-31,3088.28,8331.8
907166,2024-03-31,1445.56,569.78
907169,2024-03-31,5543.01,1333.58
907200,2024-03-31,1577.78,853.77
907237,2024-03-31,1130.03,2141.69
907251,2024-03-31,1231.24,2300.55
907256,2024-03-31,477.96,2334.84
907261,2024-03-31,594.93,2495.38
907264,2024-03-31,851.83,404.12
907272,2024-03-31,2446.68,5174.15
