REFINANCE_DATE,DEAL_NO,REFINANCED_DEAL_NO,REFINANCE_AMOUNT
2025-06-30,524069,522099,119210.12
2025-06-30,524068,522065,78448.77
2025-06-30,524070,522103,3986.94
2025-06-30,524063,521300,2536.16
2025-06-30,524071,522252,201703.76
2025-06-30,524067,521973,155406.45
2025-06-30,524062,521297,40828.12
2025-06-30,524055,520787,32709.43
2025-06-30,524060,521212,4453.31
2025-06-30,524059,521148,2023.09
2025-06-30,524058,521073,29671.93
2025-06-30,524057,520962,3219.25
2025-06-30,524056,520824,79254.43
2025-06-30,524054,520668,136506.44
2025-06-30,524053,520503,98687.29
2025-06-30,524052,520481,3818.9
2025-06-30,524072,522267,42242.08
2025-06-30,524061,521256,2344.92
2025-06-30,524073,522403,5380.15
2025-06-30,524090,523535,107925.77
2025-06-30,524075,522675,3502.42
2025-06-30,524051,520383,33393.75
2025-06-30,524095,523924,34721.66
2025-06-30,524094,523918,1755.35
2025-06-30,524093,523717,91228.34
2025-06-30,524096,523983,2473.71
2025-06-30,524091,523617,8040.22
2025-06-30,524089,523234,18276.14
2025-06-30,524088,523224,40914.34
2025-06-30,524087,523190,34131.2
2025-06-30,524074,522436,302056.72
2025-06-30,524086,523185,3545.9
2025-06-30,524084,523122,31335.36
2025-06-30,524083,522947,184108.78
2025-06-30,524082,522912,10494.49
2025-06-30,524081,522899,200860.58
2025-06-30,524080,522881,4027.19
2025-06-30,524079,522829,1589.06
2025-06-30,524078,522804,305695.16
2025-06-30,524077,522766,1535.65
2025-06-30,524076,522747,23174.91
2025-06-30,524085,523135,225199.13
2025-06-30,524050,520297,1764.16
2025-06-30,524092,523677,2922.94
2025-06-30,524048,520059,180191.88
2025-06-30,524022,515813,67047.23
2025-06-30,524021,515194,31834.2
2025-06-30,524020,514730,20957.48
2025-06-30,524019,513818,11086.95
2025-06-30,524018,513276,1352.16
2025-06-30,524017,513252,2144.4
2025-06-30,524016,513194,8724.95
2025-06-30,524015,512650,1415.28
2025-06-30,524014,512360,136380.84
2025-06-30,524023,515850,164858.99
2025-06-30,524013,512291,101041.06
2025-06-30,524011,511450,1699.05
2025-06-30,524010,510775,2465.19
2025-06-30,524009,510579,4022.61
2025-06-30,524008,508875,30488.42
2025-06-30,524007,507968,11756.07
2025-06-30,524005,507177,862.0
2025-06-30,524004,504495,11484.72
2025-06-30,524003,503462,1913.54
2025-06-30,524049,520262,165333.91
2025-06-30,524012,511603,71122.35
2025-06-30,524024,515869,139496.15
2025-06-30,524006,507630,24295.55
2025-06-30,524026,516485,87803.34
2025-06-30,524025,516183,63179.4
2025-06-30,524047,519825,2192.38
2025-06-30,524046,519505,5202.9
2025-06-30,524044,519371,87446.23
2025-06-30,524043,519211,2030.44
2025-06-30,524042,518748,91195.03
2025-06-30,524041,518694,1164.15
2025-06-30,524040,518623,15777.35
2025-06-30,524039,518433,69485.47
2025-06-30,524038,518103,64738.96
2025-06-30,524045,519485,31013.01
2025-06-30,524036,517804,1795.87
2025-06-30,524037,517950,40903.72
2025-06-30,524028,516828,120362.07
2025-06-30,524030,517174,1254.02
2025-06-30,524031,517355,14718.98
2025-06-30,524029,516961,2352.69
2025-06-30,524033,517429,1831.63
2025-06-30,524034,517721,28374.65
2025-06-30,524035,517729,2201.67
2025-06-30,524032,517381,2948.95
2025-06-30,524027,516746,87901.35
2025-07-31,524481,522598,162142.57
2025-07-31,524480,522564,31844.82
2025-07-31,524474,521021,84845.94
2025-07-31,524479,522520,291661.61
2025-07-31,524478,521659,116237.03
2025-07-31,524477,521590,17220.92
2025-07-31,524476,521260,1269.69
2025-07-31,524475,521130,183146.96
2025-07-31,524470,519938,2300.96
2025-07-31,524472,520254,235775.76
2025-07-31,524471,520097,4052.27
2025-07-31,524469,519902,2163.66
2025-07-31,524468,519843,4167.34
2025-07-31,524467,519486,6946.12
2025-07-31,524482,522660,197462.24
2025-07-31,524466,519401,1809.3
2025-07-31,524473,520421,4458.86
2025-07-31,524483,522897,6107.5
2025-07-31,524494,523967,3729.8
2025-07-31,524485,523241,2166.63
2025-07-31,524465,519189,3818.76
2025-07-31,524501,524263,17419.38
2025-07-31,524500,524230,2049.99
2025-07-31,524499,524030,4266.16
2025-07-31,524498,524024,167597.41
2025-07-31,524497,524015,2305.16
2025-07-31,524496,524014,128117.4
2025-07-31,524484,523166,10011.53
2025-07-31,524495,523992,28733.23
2025-07-31,524492,523744,163026.78
2025-07-31,524491,523632,12268.69
2025-07-31,524490,523555,307320.11
2025-07-31,524489,523546,44835.52
2025-07-31,524488,523474,45843.28
2025-07-31,524487,523292,3780.01
2025-07-31,524486,523269,11534.24
2025-07-31,524493,523815,3292.03
2025-07-31,524464,519082,4011.12
2025-07-31,524461,518888,23140.58
2025-07-31,524462,518896,1526.19
2025-07-31,524441,515670,2551.82
2025-07-31,524440,515531,3220.91
2025-07-31,524439,514554,2380.77
2025-07-31,524438,514122,2668.54
2025-07-31,524437,514017,2364.45
2025-07-31,524436,513746,6092.63
2025-07-31,524435,513740,117793.54
2025-07-31,524442,515832,143505.76
2025-07-31,524433,511790,8341.37
2025-07-31,524431,508758,59179.38
2025-07-31,524430,508514,8509.17
2025-07-31,524429,508275,8903.92
2025-07-31,524428,507494,783.19
2025-07-31,524427,506681,84181.13
2025-07-31,524426,503646,2222.63
2025-07-31,524463,518945,12200.56
2025-07-31,524432,511205,8715.71
2025-07-31,524443,515926,63916.13
2025-07-31,524434,513266,10654.4
2025-07-31,524445,516409,99771.0
2025-07-31,524444,516365,61407.21
2025-07-31,524460,518770,2012.9
2025-07-31,524459,518492,21060.65
2025-07-31,524458,518352,4149.77
2025-07-31,524457,518249,28947.71
2025-07-31,524455,517903,813.23
2025-07-31,524454,517805,32498.42
2025-07-31,524453,517686,64188.89
2025-07-31,524456,518162,58496.65
2025-07-31,524452,517616,28913.7
2025-07-31,524451,517031,3770.67
2025-07-31,524450,517030,2355.22
2025-07-31,524449,516987,76882.82
2025-07-31,524448,516664,121174.78
2025-07-31,524447,516609,9539.85
2025-07-31,524446,516548,114919.12
2025-08-31,524874,521413,6978.63
2025-08-31,524880,521959,3202.72
2025-08-31,524879,521877,138621.14
2025-08-31,524878,521638,18743.62
2025-08-31,524877,521513,1708.13
2025-08-31,524876,521465,2590.03
2025-08-31,524875,521458,14356.88
2025-08-31,524881,522360,105145.5
2025-08-31,524873,521397,24047.03
2025-08-31,524866,520035,237885.58
2025-08-31,524871,521010,2400.09
2025-08-31,524870,520971,238641.04
2025-08-31,524869,520265,1457.12
2025-08-31,524868,520105,2427.6
2025-08-31,524867,520049,3562.32
2025-08-31,524864,519850,81183.78
2025-08-31,524865,519947,3175.54
2025-08-31,524882,522379,34833.34
2025-08-31,524872,521145,17925.7
2025-08-31,524883,522391,17168.5
2025-08-31,524902,524558,33673.77
2025-08-31,524885,522494,1644.87
2025-08-31,524863,519699,48012.32
2025-08-31,524904,524625,149346.96
2025-08-31,524903,524586,60930.51
2025-08-31,524901,524463,6984.72
2025-08-31,524900,524210,3992.16
2025-08-31,524899,524070,2156.93
2025-08-31,524898,523696,253275.92
2025-08-31,524897,523624,9171.36
2025-08-31,524896,523592,11838.44
2025-08-31,524895,523473,3158.55
2025-08-31,524894,523437,2857.59
2025-08-31,524893,523332,30888.26
2025-08-31,524892,523244,1422.83
2025-08-31,524891,523229,11340.34
2025-08-31,524890,523187,243969.2
2025-08-31,524889,522954,28166.18
2025-08-31,524888,522942,20806.66
2025-08-31,524887,522599,2848.21
2025-08-31,524886,522585,17076.98
2025-08-31,524884,522483,31300.72
2025-08-31,524862,519661,4664.65
2025-08-31,524822,511222,3005.85
2025-08-31,524860,519476,68835.72
2025-08-31,524837,516716,47052.76
2025-08-31,524836,516403,173372.93
2025-08-31,524835,516157,123718.64
2025-08-31,524834,515979,32976.88
2025-08-31,524833,515593,1626.3
2025-08-31,524832,514999,23721.56
2025-08-31,524831,514856,3965.38
2025-08-31,524830,514756,3179.59
2025-08-31,524838,516724,122567.06
2025-08-31,524828,513960,3204.84
2025-08-31,524826,513110,4294.15
2025-08-31,524825,512988,2395.2
2025-08-31,524824,512747,1763.76
2025-08-31,524823,511954,4208.96
2025-08-31,524821,511037,6766.54
2025-08-31,524820,510294,15465.57
2025-08-31,524819,504001,3001.92
2025-08-31,524861,519599,28712.96
2025-08-31,524827,513209,13336.55
2025-08-31,524839,516755,38297.16
2025-08-31,524829,514468,51834.53
2025-08-31,524841,516913,2768.71
2025-08-31,524840,516809,11318.5
2025-08-31,524858,519326,7104.12
2025-08-31,524857,519256,2375.5
2025-08-31,524856,519198,1853.7
2025-08-31,524855,519127,5831.02
2025-08-31,524854,518928,189005.44
2025-08-31,524853,518718,2892.67
2025-08-31,524852,518668,4197.63
2025-08-31,524851,518401,23403.27
2025-08-31,524859,519369,2872.1
2025-08-31,524842,516964,2108.46
2025-08-31,524849,518295,62004.05
2025-08-31,524848,518174,83659.42
2025-08-31,524847,518132,2351.86
2025-08-31,524846,517423,3548.04
2025-08-31,524845,517362,89857.55
2025-08-31,524844,517298,22956.96
2025-08-31,524843,517183,1917.63
2025-08-31,524850,518336,5419.83
2025-09-30,525276,521252,2622.46
2025-09-30,525277,521326,3985.02
2025-09-30,525278,521383,140326.34
2025-09-30,525283,522197,7565.1
2025-09-30,525280,521601,3345.98
2025-09-30,525281,521745,310334.9
2025-09-30,525275,521204,3108.04
2025-09-30,525282,522150,25361.39
2025-09-30,525279,521538,8826.28
2025-09-30,525274,521140,2149.43
2025-09-30,525269,520454,9576.88
2025-09-30,525272,520842,1610.0
2025-09-30,525271,520707,10213.91
2025-09-30,525270,520670,2933.71
2025-09-30,525268,520240,245879.87
2025-09-30,525267,520152,38522.34
2025-09-30,525266,520127,234785.45
2025-09-30,525265,520089,2010.66
2025-09-30,525264,520051,87105.86
2025-09-30,525273,521005,133850.64
2025-09-30,525284,522239,19197.28
2025-09-30,525305,525134,346915.53
2025-09-30,525286,522386,2657.76
2025-09-30,525263,519705,1918.18
2025-09-30,525304,524720,21952.56
2025-09-30,525303,524525,45478.2
2025-09-30,525302,524497,2343.84
2025-09-30,525301,524380,247907.85
2025-09-30,525300,524270,3758.61
2025-09-30,525299,524149,2295.9
2025-09-30,525298,524107,9603.4
2025-09-30,525297,524085,247329.77
2025-09-30,525296,524027,136745.2
2025-09-30,525295,523827,2406.15
2025-09-30,525294,523768,28361.27
2025-09-30,525293,523722,43176.47
2025-09-30,525292,523655,31698.31
2025-09-30,525291,523493,3455.4
2025-09-30,525290,523469,2190.29
2025-09-30,525289,523041,3270.67
2025-09-30,525288,522861,2152.0
2025-09-30,525287,522754,3109.48
2025-09-30,525285,522359,17502.25
2025-09-30,525262,519595,1652.58
2025-09-30,525261,519338,26841.69
2025-09-30,525227,511784,33248.49
2025-09-30,525236,513971,111573.07
2025-09-30,525235,513738,52584.28
2025-09-30,525233,513698,25008.53
2025-09-30,525232,513651,2814.59
2025-09-30,525231,512532,65480.76
2025-09-30,525230,512314,13476.29
2025-09-30,525229,512224,1323.78
2025-09-30,525228,512099,30924.1
2025-09-30,525226,511528,1275.3
2025-09-30,525225,510515,152414.55
2025-09-30,525224,510458,1808.47
2025-09-30,525223,510042,1123.87
2025-09-30,525222,509733,10069.4
2025-09-30,525221,508480,21338.57
2025-09-30,525220,507155,149041.85
2025-09-30,525219,506818,75509.88
2025-09-30,525218,505247,53403.23
2025-09-30,525217,503409,8896.2
2025-09-30,525216,502379,64837.17
2025-09-30,525237,514483,124211.7
2025-09-30,525238,514543,4444.39
2025-09-30,525234,513735,2471.16
2025-09-30,525240,514747,2480.06
2025-09-30,525259,518561,37819.64
2025-09-30,525258,518348,110304.16
2025-09-30,525257,518176,2312.59
2025-09-30,525256,518113,2238.82
2025-09-30,525255,518014,2072.18
2025-09-30,525254,517164,107593.21
2025-09-30,525239,514546,3957.16
2025-09-30,525252,516734,92979.05
2025-09-30,525251,516633,12034.93
2025-09-30,525250,516571,7255.92
2025-09-30,525253,516760,134578.24
2025-09-30,525241,514907,4441.41
2025-09-30,525249,516498,53015.55
2025-09-30,525242,515190,107609.24
2025-09-30,525243,515422,32334.72
2025-09-30,525244,515475,27330.16
2025-09-30,525260,518852,102392.86
2025-09-30,525246,516069,104953.78
2025-09-30,525247,516461,110635.0
2025-09-30,525248,516466,156885.48
2025-09-30,525245,515498,2286.36
2025-10-31,525697,522342,2552.51
2025-10-31,525704,523168,1153.85
2025-10-31,525703,523157,3266.68
2025-10-31,525702,523082,12526.94
2025-10-31,525701,522985,3108.64
2025-10-31,525700,522730,1662.82
2025-10-31,525699,522706,3996.95
2025-10-31,525698,522448,149499.15
2025-10-31,525705,523197,3956.8
2025-10-31,525721,524567,26596.79
2025-10-31,525695,522189,2497.99
2025-10-31,525694,522159,143016.65
2025-10-31,525693,522151,149978.89
2025-10-31,525692,522137,96542.54
2025-10-31,525691,522118,3904.88
2025-10-31,525690,521883,2364.69
2025-10-31,525689,521772,2061.93
2025-10-31,525688,521739,2811.5
2025-10-31,525687,521637,2424.21
2025-10-31,525706,523501,2452.27
2025-10-31,525696,522279,15354.25
2025-10-31,525707,523652,70053.78
2025-10-31,525731,525612,16040.19
2025-10-31,525709,523742,3095.05
2025-10-31,525686,521506,7406.63
2025-10-31,525730,525529,150932.42
2025-10-31,525729,525497,307538.86
2025-10-31,525728,525365,431048.91
2025-10-31,525727,525327,2964.4
2025-10-31,525726,525246,257547.36
2025-10-31,525725,525157,13453.16
2025-10-31,525724,525125,13889.94
2025-10-31,525723,525080,2843.33
2025-10-31,525708,523740,41343.25
2025-10-31,525722,525033,41786.42
2025-10-31,525719,524524,38815.08
2025-10-31,525718,524472,68812.96
2025-10-31,525717,524326,3856.54
2025-10-31,525716,524304,220009.97
2025-10-31,525715,524165,37362.87
2025-10-31,525714,524140,2250.26
2025-10-31,525713,524081,302158.1
2025-10-31,525712,523861,56244.61
2025-10-31,525711,523764,5830.53
2025-10-31,525720,524549,42694.66
2025-10-31,525685,521420,179318.05
2025-10-31,525710,523760,26219.39
2025-10-31,525683,521050,272231.35
2025-10-31,525658,517399,2437.47
2025-10-31,525657,516800,70091.67
2025-10-31,525656,516226,90586.81
2025-10-31,525655,515772,133765.18
2025-10-31,525654,515771,86032.8
2025-10-31,525653,515650,24191.96
2025-10-31,525652,514116,17569.14
2025-10-31,525651,511815,138419.57
2025-10-31,525650,511766,23401.52
2025-10-31,525659,517543,3126.53
2025-10-31,525649,511600,2632.72
2025-10-31,525647,509835,2897.64
2025-10-31,525646,509591,537.23
2025-10-31,525645,507669,103890.11
2025-10-31,525644,507335,25905.92
2025-10-31,525642,503323,1035.0
2025-10-31,525641,501571,6675.21
2025-10-31,525640,501099,27698.03
2025-10-31,525639,500761,1121.92
2025-10-31,525684,521288,1362.74
2025-10-31,525648,511563,7409.66
2025-10-31,525660,517555,3216.08
2025-10-31,525643,504457,2065.61
2025-10-31,525679,520627,173122.71
2025-10-31,525682,521019,1844.72
2025-10-31,525681,521016,2987.65
2025-10-31,525680,520746,3211.97
2025-10-31,525678,520592,1513.62
2025-10-31,525677,520422,32801.83
2025-10-31,525676,520303,165242.87
2025-10-31,525675,520107,131924.31
2025-10-31,525673,520021,1556.7
2025-10-31,525672,519982,16758.85
2025-10-31,525674,520066,22879.4
2025-10-31,525670,519549,4127.62
2025-10-31,525662,517909,1479.22
2025-10-31,525663,518169,22382.26
2025-10-31,525664,518521,115234.47
2025-10-31,525671,519923,2015.64
2025-10-31,525665,518726,1709.71
2025-10-31,525661,517861,2979.55
2025-10-31,525666,518730,2839.73
2025-10-31,525667,518909,54035.92
2025-10-31,525668,519446,20689.95
2025-10-31,525669,519475,2359.44
2025-11-30,526136,523663,176627.9
2025-11-30,526139,523792,15230.1
2025-11-30,526138,523777,162528.54
2025-11-30,526137,523667,2588.28
2025-11-30,526141,524106,169515.4
2025-11-30,526140,523972,16064.74
2025-11-30,526162,526077,28186.13
2025-11-30,526134,523445,2724.6
2025-11-30,526133,523352,3899.39
2025-11-30,526132,523286,3849.85
2025-11-30,526131,523099,286632.29
2025-11-30,526130,523019,52474.83
2025-11-30,526129,522966,28881.11
2025-11-30,526142,524115,19851.65
2025-11-30,526128,522931,1817.79
2025-11-30,526135,523627,5114.32
2025-11-30,526143,524123,13000.1
2025-11-30,526154,525354,26824.07
2025-11-30,526145,524498,203883.83
2025-11-30,526127,522679,40458.45
2025-11-30,526161,526024,4248.99
2025-11-30,526160,525764,4105.91
2025-11-30,526159,525717,2537.03
2025-11-30,526158,525670,3873.72
2025-11-30,526157,525628,5358.82
2025-11-30,526156,525555,2798.58
2025-11-30,526144,524314,1835.96
2025-11-30,526155,525457,110965.85
2025-11-30,526152,525261,26735.04
2025-11-30,526151,525208,2488.37
2025-11-30,526150,525196,3554.27
2025-11-30,526149,524864,215554.9
2025-11-30,526148,524769,118659.53
2025-11-30,526147,524751,4341.96
2025-11-30,526146,524535,192157.53
2025-11-30,526153,525308,7005.41
2025-11-30,526126,522426,3719.87
2025-11-30,526112,518959,1585.16
2025-11-30,526124,521290,118723.5
2025-11-30,526102,516436,152623.47
2025-11-30,526101,516003,67898.7
2025-11-30,526100,515294,100856.46
2025-11-30,526099,513180,2329.83
2025-11-30,526098,513085,1416.14
2025-11-30,526097,512958,2508.28
2025-11-30,526096,511378,66685.26
2025-11-30,526125,521514,14273.48
2025-11-30,526094,508287,16970.13
2025-11-30,526093,508214,1352.56
2025-11-30,526092,507677,80578.51
2025-11-30,526091,505043,22755.04
2025-11-30,526090,502984,98653.27
2025-11-30,526089,502411,33586.96
2025-11-30,526088,500957,16482.11
2025-11-30,526103,516588,166025.68
2025-11-30,526104,516855,19041.18
2025-11-30,526095,509092,3266.81
2025-11-30,526106,517109,9637.39
2025-11-30,526105,517023,149528.49
2025-11-30,526123,521214,189810.31
2025-11-30,526122,521085,12551.99
2025-11-30,526121,521024,120093.11
2025-11-30,526119,520863,28171.6
2025-11-30,526118,520662,3863.75
2025-11-30,526117,520589,12314.75
2025-11-30,526116,520198,16073.73
2025-11-30,526120,521015,64792.71
2025-11-30,526114,519455,82650.81
2025-11-30,526115,520129,2425.2
2025-11-30,526108,517180,2777.93
2025-11-30,526109,518057,14311.24
2025-11-30,526107,517153,1832.81
2025-11-30,526111,518464,30708.24
2025-11-30,526113,519403,124786.89
2025-11-30,526110,518188,1860.31
2025-12-31,526540,523504,1691.96
2025-12-31,526547,524351,40603.47
2025-12-31,526546,524203,22893.85
2025-12-31,526545,524200,125829.26
2025-12-31,526544,524194,2455.04
2025-12-31,526543,524142,209783.41
2025-12-31,526542,524101,44079.34
2025-12-31,526541,523530,5891.38
2025-12-31,526539,523459,108040.85
2025-12-31,526530,522211,39005.44
2025-12-31,526537,523265,281301.41
2025-12-31,526536,523240,8903.62
2025-12-31,526535,522671,18135.64
2025-12-31,526534,522574,7831.17
2025-12-31,526533,522402,2170.04
2025-12-31,526532,522350,2751.04
2025-12-31,526531,522235,11446.01
2025-12-31,526548,524553,172765.21
2025-12-31,526538,523295,75495.1
2025-12-31,526549,524600,23290.98
2025-12-31,526529,522192,2765.54
2025-12-31,526551,524883,13401.52
2025-12-31,526570,526355,112899.37
2025-12-31,526569,526223,168785.35
2025-12-31,526571,526389,3112.1
2025-12-31,526567,526157,26593.29
2025-12-31,526566,526134,2142.27
2025-12-31,526565,526048,3516.34
2025-12-31,526564,526046,376397.39
2025-12-31,526563,526013,11371.79
2025-12-31,526562,525948,3839.36
2025-12-31,526561,525892,3401.73
2025-12-31,526560,525852,4056.07
2025-12-31,526559,525778,364576.82
2025-12-31,526558,525703,3746.83
2025-12-31,526557,525597,236946.83
2025-12-31,526556,525545,225705.2
2025-12-31,526555,525499,4485.59
2025-12-31,526554,525258,112274.66
2025-12-31,526553,525121,17054.61
2025-12-31,526552,524948,287437.95
2025-12-31,526550,524745,152484.98
2025-12-31,526528,521844,28704.4
2025-12-31,526568,526163,4069.22
2025-12-31,526526,521706,301495.26
2025-12-31,526502,516965,3842.61
2025-12-31,526501,516767,3916.34
2025-12-31,526500,516621,11586.35
2025-12-31,526499,516495,7958.83
2025-12-31,526498,515403,107469.03
2025-12-31,526497,515387,58647.55
2025-12-31,526496,515132,1710.37
2025-12-31,526495,514731,2106.58
2025-12-31,526503,517041,90383.84
2025-12-31,526494,513341,2801.43
2025-12-31,526492,511063,2469.43
2025-12-31,526491,510714,13359.04
2025-12-31,526490,509903,1498.06
2025-12-31,526489,509713,3465.57
2025-12-31,526488,509479,4222.16
2025-12-31,526487,506632,10272.48
2025-12-31,526486,502108,422.28
2025-12-31,526485,501443,72343.07
2025-12-31,526493,512387,16682.65
2025-12-31,526504,517329,182965.6
2025-12-31,526527,521754,7981.86
2025-12-31,526506,517515,137100.47
2025-12-31,526525,521609,3932.42
2025-12-31,526524,521593,3140.33
2025-12-31,526523,521347,3232.26
2025-12-31,526522,521322,2716.21
2025-12-31,526521,521220,2054.49
2025-12-31,526505,517492,4333.07
2025-12-31,526519,520712,178658.91
2025-12-31,526518,520674,1120.77
2025-12-31,526517,520535,2913.66
2025-12-31,526520,520899,10197.86
2025-12-31,526515,520093,4149.41
2025-12-31,526516,520106,18778.02
2025-12-31,526508,518192,2628.19
2025-12-31,526509,518595,8639.64
2025-12-31,526510,518804,181344.97
2025-12-31,526507,517717,1757.29
2025-12-31,526512,519542,123162.63
2025-12-31,526513,519566,34724.31
2025-12-31,526514,520050,16438.88
2025-12-31,526511,519221,2854.31
2026-01-31,526959,524965,40536.71
2026-01-31,526958,524637,353315.68
2026-01-31,526957,524481,200278.93
2026-01-31,526956,524468,4525.46
2026-01-31,526955,524348,72533.24
2026-01-31,526954,524335,6577.06
2026-01-31,526953,524025,331878.06
2026-01-31,526952,524018,3484.51
2026-01-31,526942,522480,99587.26
2026-01-31,526950,523755,2060.41
2026-01-31,526949,523364,1579.49
2026-01-31,526948,523363,220461.56
2026-01-31,526947,523209,1608.29
2026-01-31,526946,523182,37719.28
2026-01-31,526945,523110,13868.46
2026-01-31,526944,522955,152409.16
2026-01-31,526943,522615,7688.01
2026-01-31,526960,525413,197233.09
2026-01-31,526951,523957,215769.96
2026-01-31,526961,525442,1589.19
2026-01-31,526972,526240,34626.37
2026-01-31,526963,525780,21094.65
2026-01-31,526941,522434,3186.38
2026-01-31,526982,526893,42335.29
2026-01-31,526981,526821,26302.26
2026-01-31,526980,526793,6860.46
2026-01-31,526979,526688,2123.65
2026-01-31,526978,526627,16695.98
2026-01-31,526977,526623,3790.22
2026-01-31,526976,526577,2191.1
2026-01-31,526975,526469,2237.59
2026-01-31,526974,526395,411377.51
2026-01-31,526973,526275,198939.39
2026-01-31,526971,526234,24026.78
2026-01-31,526970,526218,3417.28
2026-01-31,526969,526197,2735.68
2026-01-31,526968,526159,2860.57
2026-01-31,526967,526108,2368.93
2026-01-31,526966,525962,373454.21
2026-01-31,526965,525961,37315.06
2026-01-31,526964,525791,2007.45
2026-01-31,526962,525487,1218.33
2026-01-31,526940,522328,124114.8
2026-01-31,526935,521729,2368.16
2026-01-31,526938,522216,3402.25
2026-01-31,526914,517114,3822.24
2026-01-31,526913,516869,19191.36
2026-01-31,526912,516757,23914.24
2026-01-31,526911,516703,9187.45
2026-01-31,526910,515974,109943.2
2026-01-31,526909,515617,119029.29
2026-01-31,526908,515203,31915.94
2026-01-31,526907,514163,1318.29
2026-01-31,526906,514095,2533.66
2026-01-31,526905,512773,156101.62
2026-01-31,526904,512154,1030.95
2026-01-31,526903,511758,7805.61
2026-01-31,526902,510506,2899.16
2026-01-31,526901,510345,1309.39
2026-01-31,526939,522302,3967.61
2026-01-31,526899,509681,1734.66
2026-01-31,526898,509601,42494.25
2026-01-31,526897,507619,900.88
2026-01-31,526896,505025,1756.93
2026-01-31,526915,517118,33056.86
2026-01-31,526916,517293,42587.45
2026-01-31,526900,509756,25808.72
2026-01-31,526918,518440,37407.33
2026-01-31,526937,522057,64935.55
2026-01-31,526936,521857,100763.86
2026-01-31,526934,521571,183053.45
2026-01-31,526933,521447,178454.84
2026-01-31,526932,521221,31216.8
2026-01-31,526931,521061,19799.47
2026-01-31,526929,520854,1980.95
2026-01-31,526928,520270,15179.45
2026-01-31,526930,521001,2493.24
2026-01-31,526926,519719,147678.56
2026-01-31,526925,519511,112201.8
2026-01-31,526924,519224,204284.27
2026-01-31,526923,519044,33934.83
2026-01-31,526922,518971,4856.87
2026-01-31,526921,518926,67219.24
2026-01-31,526920,518585,63450.93
2026-01-31,526919,518531,1339.19
2026-01-31,526927,520230,64095.66
2026-01-31,526917,517809,79897.91
2026-02-28,527357,522902,4283.4
2026-02-28,527362,524073,13837.66
2026-02-28,527361,523911,3007.9
2026-02-28,527360,523725,6994.24
2026-02-28,527359,523613,3556.99
2026-02-28,527358,523114,10486.89
2026-02-28,527349,521758,3495.49
2026-02-28,527355,522560,3223.45
2026-02-28,527354,522504,272641.65
2026-02-28,527353,522439,32099.43
2026-02-28,527352,522196,1798.46
2026-02-28,527351,522168,135363.6
2026-02-28,527350,521920,9099.8
2026-02-28,527363,524449,112578.41
2026-02-28,527356,522824,129832.72
2026-02-28,527364,524504,10166.79
2026-02-28,527374,525692,162209.05
2026-02-28,527366,524942,172220.58
2026-02-28,527348,521631,62494.61
2026-02-28,527381,527125,30061.7
2026-02-28,527380,527044,30409.98
2026-02-28,527379,527031,2135.06
2026-02-28,527378,526216,11558.9
2026-02-28,527377,526215,2595.81
2026-02-28,527376,525718,85280.86
2026-02-28,527375,525701,3474.64
2026-02-28,527373,525632,23388.56
2026-02-28,527372,525624,6582.4
2026-02-28,527371,525429,159128.83
2026-02-28,527370,525266,222780.43
2026-02-28,527369,525224,3145.38
2026-02-28,527368,525084,2718.99
2026-02-28,527367,525062,132613.04
2026-02-28,527365,524896,4941.85
2026-02-28,527347,521549,2332.09
2026-02-28,527341,519477,1565.22
2026-02-28,527345,520864,261134.94
2026-02-28,527326,515301,29650.81
2026-02-28,527325,515195,2239.11
2026-02-28,527324,514724,6299.93
2026-02-28,527323,514346,3139.91
2026-02-28,527322,513434,1789.92
2026-02-28,527321,513204,15154.4
2026-02-28,527327,515729,144977.57
2026-02-28,527319,511940,2563.3
2026-02-28,527317,511075,21599.72
2026-02-28,527316,510662,1759.02
2026-02-28,527315,510172,4160.52
2026-02-28,527314,509129,6623.46
2026-02-28,527313,508608,1244.56
2026-02-28,527312,507891,69966.06
2026-02-28,527318,511853,3687.42
2026-02-28,527328,516089,196208.26
2026-02-28,527320,512474,25516.57
2026-02-28,527330,516353,147358.64
2026-02-28,527329,516175,93358.62
2026-02-28,527344,520766,1801.86
2026-02-28,527343,520433,2695.6
2026-02-28,527342,519512,103876.56
2026-02-28,527346,520880,131814.73
2026-02-28,527339,518936,18736.96
2026-02-28,527338,518377,16355.17
2026-02-28,527340,519047,8481.79
2026-02-28,527336,517767,148007.59
2026-02-28,527335,517707,164511.1
2026-02-28,527334,517397,9919.37
2026-02-28,527333,517379,7015.27
2026-02-28,527332,516975,171018.78
2026-02-28,527331,516766,64372.43
2026-02-28,527337,517822,4413.34
2026-03-31,527733,525746,113492.56
2026-03-31,527727,525188,4370.14
2026-03-31,527732,525700,3048.28
2026-03-31,527731,525650,38611.39
2026-03-31,527730,525560,31881.99
2026-03-31,527729,525553,322714.78
2026-03-31,527728,525283,20680.82
2026-03-31,527726,525013,14264.77
2026-03-31,527718,523985,42651.36
2026-03-31,527724,524925,185150.7
2026-03-31,527723,524878,34834.02
2026-03-31,527722,524659,3295.02
2026-03-31,527721,524531,70691.01
2026-03-31,527720,524363,29782.7
2026-03-31,527719,524174,2281.66
2026-03-31,527734,525826,163477.03
2026-03-31,527725,524973,12603.92
2026-03-31,527735,525838,157965.15
2026-03-31,527751,527452,9549.59
2026-03-31,527737,526032,2733.35
